size,k,dimension,scann_time,fgc_time,count
1000000,40,43,90776.33619308472,224551.02396011358,5
1000000,40,44,90654.05344963074,234617.08521842962,5
1000000,40,45,93394.47402954102,259790.7111644745,5
1000000,40,46,91885.87808609007,275036.4987850189,5
1000000,40,47,94075.45042037964,267235.8419895172,5
1000000,40,48,94256.0453414917,416657.24062919617,5
1000000,40,49,97048.09212684631,284446.1541175842,5
1000000,40,50,96537.05072402954,291587.19420433044,5
1000000,100,2,48555.21011352539,1741.46318435669,5
1000000,100,3,53246.52683734894,426.6235828399658,10
1000000,100,4,51898.93221855163,1945.279598236084,5
1000000,100,5,56281.77189826965,3744.9251413345337,10
1000000,100,6,56167.65332221985,7298.179149627686,5
1000000,100,7,59128.46851348877,11108.675003051758,5
1000000,100,8,59489.17579650879,12316.062927246094,5
1000000,100,9,62315.61088562012,17947.859287261963,5
1000000,100,10,72628.69985898335,19189.183076222736,15
1000000,100,11,65725.1923084259,26081.00533485413,5
1000000,100,12,64897.83263206482,30657.891273498535,5
1000000,100,13,67601.16481781006,39282.39631652832,5
1000000,100,14,68607.19680786133,41833.51111412048,5
1000000,100,15,67996.0744380951,45563.17853927612,5
1000000,100,16,69152.68898010254,122147.58729934692,5
1000000,100,17,71075.4611492157,54335.65092086792,5
1000000,100,18,70811.09857559204,58566.68829917908,5
1000000,100,19,71806.9920539856,69733.35242271423,5
1000000,100,20,71198.87518882751,77625.30565261841,5
1000000,100,21,72163.6233329773,86692.86942481995,5
1000000,100,22,72550.67682266235,92487.61677742004,5
1000000,100,23,74394.52767372131,92142.8928375244,5
1000000,100,24,76151.63254737854,120928.00855636597,5
1000000,100,25,77524.43957328796,109462.86964416504,5
1000000,100,26,77449.25498962402,110779.13236618042,5
1000000,100,27,79167.78111457825,118937.05916404724,5
1000000,100,28,79354.30645942688,125451.4319896698,5
1000000,100,29,79660.08114814758,136623.19707870483,5
1000000,100,30,80092.85020828247,144017.07863807678,5
1000000,100,31,81436.27834320068,155638.1323337555,5
1000000,100,32,84141.01982116699,502200.7176876068,5
1000000,100,33,84424.04675483704,170777.4522304535,5
1000000,100,34,84126.71327590942,182712.38565444943,5
1000000,100,35,86250.37217140198,185366.4712905884,5
1000000,100,36,86938.16947937012,187814.77212905884,5
1000000,100,37,88233.17813873291,202214.6542072296,5
1000000,100,38,87794.90661621094,217746.98734283447,5
1000000,100,39,89079.95200157166,222419.5318222046,5
1000000,100,40,88667.32454299927,234181.90908432007,5
1000000,100,41,90097.54633903503,224320.1847076416,5
1000000,100,42,91104.09903526306,224076.65061950684,5
1000000,100,43,92528.05471420288,225400.06160736084,5
1000000,100,44,92122.0691204071,248048.08449745172,5
1000000,100,45,93969.87462043762,247743.03221702576,5
1000000,100,46,94392.24648475648,257302.7822971344,5
1000000,100,47,96725.14653205872,267739.57681655884,5
1000000,100,48,96340.2328491211,422635.1137161255,5
1000000,100,49,98222.2421169281,291763.1344795227,5
1000000,100,50,99073.67038726808,284850.67558288574,5
1050000,10,3,44005.11693954468,95.94416618347168,1
1050000,10,5,43922.94263839722,1585.1233005523682,5
1050000,10,10,52264.13345336914,7841.861248016357,5
1050000,40,3,52733.52360725403,234.68017578125,5
1050000,40,5,57408.74528884888,2481.364965438843,5
1050000,40,10,64571.208000183105,17980.149507522583,5
1050000,100,3,57523.571491241455,365.483283996582,5
1050000,100,5,58720.47662734985,3715.839385986328,5
1050000,100,10,90732.44881629944,19551.315546035767,10
1100000,10,3,46641.77680015564,104.2921543121338,1
1100000,10,5,47508.34035873413,1694.478988647461,5
1100000,10,10,55216.20202064514,8634.95922088623,5
1100000,40,3,54906.91685676575,300.9169101715088,5
1100000,40,5,60298.4082698822,2720.0911045074463,5
1100000,40,10,69755.46884536743,18397.53222465515,5
1100000,100,3,62606.053590774536,339.1730785369873,5
1100000,100,5,65797.36590385437,4160.890102386475,5
1100000,100,10,84769.0818309784,21552.075147628784,10
1150000,10,3,49793.40863227844,112.99729347229004,1
1150000,10,5,52686.88106536865,1684.9963665008545,5
1150000,10,10,60140.29335975647,9262.48025894165,5
1150000,40,3,61395.30301094055,248.71087074279785,5
1150000,40,5,64683.91299247742,2861.727714538574,5
1150000,40,10,73706.49790763855,20031.002521514893,5
1150000,100,3,66634.80305671692,408.573865890503,5
1150000,100,5,70179.88681793213,4277.475595474243,5
1150000,100,10,81684.65495109558,22732.42950439453,10
1200000,10,3,52714.83278274536,122.56288528442384,1
1200000,10,5,57607.7995300293,1989.8178577423096,5
1200000,10,10,58937.51621246338,9997.451305389404,5
1200000,40,3,64425.49681663513,310.14204025268555,5
1200000,40,5,65218.34897994995,3165.3149127960205,5
1200000,40,10,77545.19391059875,21679.200649261475,5
1200000,100,3,64941.25962257385,399.52707290649414,5
1200000,100,5,74721.0419178009,4554.073095321655,5
1200000,100,10,87537.28103637695,25681.580305099487,10
1250000,10,3,55372.485876083374,133.1934928894043,1
1250000,10,5,59554.94999885559,1899.3051052093501,5
1250000,10,10,73333.70161056519,10863.158226013184,5
1250000,40,3,67536.2343788147,305.1023483276367,5
1250000,40,5,72265.24806022644,3465.11173248291,5
1250000,40,10,82952.8284072876,23090.434312820435,5
1250000,100,3,67841.52221679688,530.6241512298584,5
1250000,100,5,76882.96008110046,4930.363893508911,5
1250000,100,10,86369.36902999878,26803.196907043457,10
1300000,10,3,58461.99607849121,142.37165451049805,1
1300000,10,5,59870.16248703003,2133.542060852051,5
1300000,10,10,71025.58398246765,11805.166006088257,5
1300000,40,3,71757.89093971252,346.7273712158203,5
1300000,40,5,76556.01692199707,3681.0779571533194,5
1300000,40,10,88073.74382019043,24435.415983200073,5
1300000,100,3,71143.8467502594,544.1064834594727,5
1300000,100,5,82719.72751617432,5227.921009063721,5
1300000,100,10,93234.88426208496,28958.38499069214,10
1350000,10,3,60573.12202453613,153.20467948913574,1
1350000,10,5,65124.37653541565,2243.3249950408936,5
1350000,10,10,71398.0040550232,12550.504446029665,5
1350000,40,3,74655.522108078,344.93160247802734,5
1350000,40,5,79706.6457271576,3761.9943618774414,5
1350000,40,10,92544.52562332152,26850.77977180481,5
1350000,100,3,80378.83424758911,792.609691619873,5
1350000,100,5,81213.56797218323,5546.02837562561,5
1350000,100,10,99784.08122062685,30721.888303756707,10
1400000,10,3,62356.09412193298,163.0692481994629,1
1400000,10,5,65469.82407569885,2336.0562324523926,5
1400000,10,10,75258.4776878357,13410.966396331787,5
1400000,40,3,78501.6143321991,382.9164505004883,5
1400000,40,5,83400.75826644897,4003.4523010253906,5
1400000,40,10,96084.89847183228,28903.114557266235,5
1400000,100,3,83004.15229797363,580.7111263275146,5
1400000,100,5,88078.48310470581,5860.631704330444,5
1400000,100,10,103731.57620429993,32667.948722839355,10
1450000,10,3,66780.30371665955,174.61681365966797,1
1450000,10,5,71148.26703071594,2463.985204696656,5
1450000,10,10,82516.57128334045,14374.970436096191,5
1450000,40,3,83063.56620788574,377.8982162475586,5
1450000,40,5,88034.02733802795,4467.48948097229,5
1450000,40,10,101796.20099067688,31660.77184677124,5
1450000,100,3,86331.54201507568,705.371618270874,5
1450000,100,5,92943.7165260315,6216.954231262207,5
1450000,100,10,109999.84312057498,35646.06213569641,10
1500000,10,3,67337.242603302,186.0506534576416,1
1500000,10,5,77624.40967559814,2735.824584960937,5
1500000,10,10,86314.20850753784,15270.86591720581,5
1500000,40,3,86130.08427619934,401.1120796203613,5
1500000,40,5,89961.86971664429,4554.486513137817,5
1500000,40,10,104984.82847213742,33760.12325286865,5
1500000,100,3,91399.21045303345,589.1528129577637,5
1500000,100,5,97134.84597206116,6916.035413742065,5
1500000,100,10,113637.17079162598,38582.53741264343,10
1550000,10,3,74157.72914886475,198.04883003234863,1
1550000,10,5,81908.71691703796,2898.176908493042,5
1550000,10,10,89607.37228393555,16182.396650314335,5
1550000,40,3,89693.74632835388,459.28454399108887,5
1550000,40,5,95406.79597854614,4807.405471801758,5
1550000,40,10,106388.71908187866,33965.64960479736,5
1550000,100,3,94875.22912025452,707.1702480316162,5
1550000,100,5,97982.10668563844,6941.493511199951,5
1550000,100,10,117804.77285385132,39228.92498970032,10
1600000,10,3,76547.54614830017,210.667371749878,1
1600000,10,5,84420.3073978424,2817.763090133667,5
1600000,10,10,94169.89517211914,17147.872924804688,5
1600000,40,3,94982.91182518004,503.77702713012695,5
1600000,40,5,99204.76293563844,5098.085403442383,5
1600000,40,10,111889.96315002438,35283.947467803955,5
1600000,100,3,96770.2898979187,716.8779373168945,5
1600000,100,5,105280.3251743317,7493.205547332764,5
1600000,100,10,134127.21276283264,41302.284479141235,10
1650000,10,3,80651.00455284119,222.5959300994873,1
1650000,10,5,90948.34637641908,3244.331359863281,5
1650000,10,10,98393.55111122131,17970.545530319214,5
1650000,40,3,99327.87585258484,559.2958927154541,5
1650000,40,5,102560.2843761444,5520.904064178467,5
1650000,40,10,117050.01330375671,37355.93914985657,5
1650000,100,3,100603.08933258057,621.6347217559814,5
1650000,100,5,105782.5231552124,8334.169626235962,5
1650000,100,10,131827.59046554565,43486.15074157715,10
1700000,10,3,83339.20645713806,257.3375701904297,1
1700000,10,5,92305.94086647034,3098.4389781951904,5
1700000,10,10,101758.5060596466,19260.300874710083,5
1700000,40,3,100775.63548088074,628.8197040557861,5
1700000,40,5,107873.84986877438,5524.18851852417,5
1700000,40,10,148899.79696273804,40198.62699508667,5
1700000,100,3,109107.05327987674,845.6237316131592,5
1700000,100,5,112245.61476707458,8204.672574996948,5
1700000,100,10,134647.92156219482,45946.63619995117,10
1750000,10,3,83768.12434196472,271.61145210266113,1
1750000,10,5,94307.39784240724,3347.5608825683594,5
1750000,10,10,106985.70156097412,20189.440488815308,5
1750000,40,3,109085.00552177426,675.5733489990234,5
1750000,40,5,111612.2217178345,5795.878887176514,5
1750000,40,10,146773.76985549927,44335.21485328674,5
1750000,100,3,110339.86234664914,715.4607772827148,5
1750000,100,5,116466.57371520996,8457.337856292725,5
1750000,100,10,141564.4292831421,50337.005615234375,10
1800000,10,3,89918.07508468628,286.7929935455322,1
1800000,10,5,102605.59964179993,3452.1288871765137,5
1800000,10,10,110597.32413291934,21401.00145339966,5
1800000,40,3,111064.61262702942,673.8784313201904,5
1800000,40,5,116367.32578277588,6186.305522918701,5
1800000,40,10,138685.38355827332,45982.64479637146,5
1800000,100,3,111796.8578338623,761.6848945617676,5
1800000,100,5,122428.9960861206,8829.278945922852,5
1800000,100,10,145983.18600654602,51191.97630882263,10
1850000,10,3,93659.0974330902,303.1280040740967,1
1850000,10,5,104029.50549125671,3635.3211402893057,5
1850000,10,10,115240.47636985782,22532.054901123047,5
1850000,40,3,115521.74282073978,631.7863464355469,5
1850000,40,5,118716.41421318054,6485.122203826904,5
1850000,40,10,146118.31283569336,46969.19393539429,5
1850000,100,3,115976.77397727966,997.9588985443118,5
1850000,100,5,121864.03679847714,9262.579441070557,5
1850000,100,10,151761.72471046448,53408.9879989624,10
1900000,10,3,95593.04785728456,317.655086517334,1
1900000,10,5,106218.66941452026,3804.320812225342,5
1900000,10,10,115555.04727363586,23621.76394462585,5
1900000,40,3,120071.22802734378,702.7604579925537,5
1900000,40,5,126062.71409988403,7071.204662322998,5
1900000,40,10,149175.16899108887,49104.20775413513,5
1900000,100,3,120057.00898170474,945.5976486206057,5
1900000,100,5,131180.92226982117,9666.924476623535,5
1900000,100,10,154808.23588371277,56643.014907836914,10
1950000,10,3,99725.51202774048,334.6831798553467,1
1950000,10,5,109285.64596176147,3833.911180496216,5
1950000,10,10,122758.90970230105,46300.54688453674,5
1950000,40,3,121111.36269569394,722.3222255706787,5
1950000,40,5,148003.52263450623,5376.253843307495,5
1950000,40,10,158281.59475326538,51973.525047302246,5
1950000,100,3,125689.21971321106,954.108715057373,5
1950000,100,5,137457.008600235,10345.608234405518,5
1950000,100,10,161630.7830810547,61269.40417289734,10
2000000,10,3,102180.522441864,350.51894187927246,1
2000000,10,5,113357.47838020325,4318.686723709106,5
2000000,10,10,129112.2510433197,27625.542879104607,5
2000000,40,3,124387.04061508182,739.8109436035156,5
2000000,40,5,168656.81958198547,5713.434457778931,5
2000000,40,10,163916.58687591553,54907.82809257507,5
2000000,100,3,156829.44536209106,1095.008134841919,5
2000000,100,5,136906.54277801514,10842.48185157776,5
2000000,100,10,162896.7320919037,61551.53393745422,10
2050000,10,3,107679.31461334229,368.4980869293213,1
2050000,10,5,120377.8908252716,4626.898765563965,5
2050000,10,10,132576.66635513306,27289.52980041504,5
2050000,40,3,127436.77616119382,812.7987384796143,5
2050000,40,5,144747.85542488098,5834.834098815918,5
2050000,40,10,166920.4924106598,58587.40949630737,5
2050000,100,3,133133.25428962708,1739.6583557128906,5
2050000,100,5,145117.329120636,10791.621208190918,5
2050000,100,10,170883.8131427765,63819.666147232056,10
2100000,10,3,109344.09761428832,385.9899044036865,1
2100000,10,5,123846.96578979492,4471.390962600708,5
2100000,10,10,132719.66862678528,60513.14735412598,5
2100000,40,3,135028.05733680725,885.5769634246826,5
2100000,40,5,147780.34567832947,8373.265027999878,5
2100000,40,10,184491.76025390625,59310.1487159729,5
2100000,100,3,139641.75128936768,1031.3670635223389,5
2100000,100,5,149399.8420238495,11279.196739196776,5
2100000,100,10,174714.87641334534,67212.60452270508,10
2150000,10,3,111313.71140480042,404.19745445251465,1
2150000,10,5,128905.07578849792,4663.498401641846,5
2150000,10,10,140418.603181839,59909.8756313324,5
2150000,40,3,139810.4212284088,844.2792892456055,5
2150000,40,5,147905.28273582458,8299.532413482666,5
2150000,40,10,178840.48342704773,61854.127645492554,5
2150000,100,3,144158.376455307,1196.5689659118652,5
2150000,100,5,156955.69348335266,12137.760877609251,5
2150000,100,10,182013.98086547852,69849.94769096375,10
2200000,10,3,115586.88879013062,422.1618175506592,1
2200000,10,5,132019.57321166992,4903.194427490234,5
2200000,10,10,145413.85626792908,30734.740018844604,5
2200000,40,3,143680.65333366394,890.2709484100342,5
2200000,40,5,154486.96374893188,8668.081760406494,5
2200000,40,10,192156.6631793976,63753.10015678406,5
2200000,100,3,150462.58330345154,1229.7604084014893,5
2200000,100,5,161970.91102600098,12559.818506240845,5
2200000,100,10,185164.93129730225,73658.29658508301,10
2250000,10,3,120444.269657135,441.0216808319092,1
2250000,10,5,133903.85341644287,3912.656545639038,5
2250000,10,10,149607.95283317566,32335.866451263428,5
2250000,40,3,144239.80712890625,1039.6475791931152,5
2250000,40,5,158951.31015777588,8904.054880142212,5
2250000,40,10,192510.80751419067,70460.78276634216,5
2250000,100,3,158488.1250858307,1264.3389701843262,5
2250000,100,5,171862.39433288574,12690.207958221436,5
2250000,100,10,195252.50625610352,76695.62482833862,10
2300000,10,3,125847.05114364624,460.56294441223145,1
2300000,10,5,136648.3438014984,4048.694372177124,5
2300000,10,10,156222.3515510559,33719.56276893616,5
2300000,40,3,150770.2407836914,1038.0377769470217,5
2300000,40,5,162476.5636920929,9337.615251541138,5
2300000,40,10,197852.01859474185,70764.0974521637,5
2300000,100,3,161905.23076057434,1276.5991687774658,5
2300000,100,5,178875.23770332336,12926.430463790894,5
2300000,100,10,202235.96358299255,79949.63455200195,10
2350000,10,3,127382.04407691956,504.7876834869385,1
2350000,10,5,146937.6106262207,4525.118589401245,5
2350000,10,10,163522.68362045288,35207.58676528931,5
2350000,40,3,155450.6049156189,1082.6735496520996,5
2350000,40,5,170939.67509269714,9564.526319503784,5
2350000,40,10,203364.40658569336,79988.32869529724,5
2350000,100,3,167920.05133628845,1370.0125217437744,5
2350000,100,5,177209.33890342712,14089.320659637451,5
2350000,100,10,206981.32371902463,82726.0422706604,10
2400000,10,3,131699.41639900208,525.4666805267334,1
2400000,10,5,148588.94062042236,4719.664096832275,5
2400000,10,10,165546.3409423828,36726.80449485779,5
2400000,40,3,159753.97300720215,1597.28741645813,5
2400000,40,5,172794.04616355896,9990.293264389038,5
2400000,40,10,209918.3166027069,76382.96556472778,5
2400000,100,3,174361.35292053223,1742.1660423278809,5
2400000,100,5,181273.8711833954,14347.159624099731,5
2400000,100,10,211458.7104320526,84773.66638183594,10
2450000,10,3,131346.13943099976,546.8423366546631,1
2450000,10,5,150004.39596176147,4848.2725620269775,5
2450000,10,10,169809.14759635925,38015.254735946655,5
2450000,40,3,168869.5931434631,1204.8754692077637,5
2450000,40,5,180450.69932937625,10825.763940811155,5
2450000,40,10,215101.21655464172,79693.34650039673,5
2450000,100,3,176591.6073322296,1406.8856239318848,5
2450000,100,5,203909.59453582764,14450.390338897701,5
2450000,100,10,217137.51530647284,88765.88821411133,10
2500000,10,3,137355.2701473236,568.2868957519531,1
2500000,10,5,152530.57265281677,5853.242874145508,5
2500000,10,10,176535.33458709717,39577.76689529419,5
2500000,40,3,166054.36205863953,1247.2107410430908,5
2500000,40,5,181779.97589111328,10644.165754318235,5
2500000,40,10,222755.24473190308,85667.21725463867,5
2500000,100,3,188890.5520439148,1522.8447914123535,5
2500000,100,5,203797.98126220703,15788.83409500122,5
2500000,100,10,225196.3324546814,93282.07349777222,10
2550000,10,3,141701.28655433655,590.3220176696777,1
2550000,10,5,158297.0838546753,6082.934379577637,5
2550000,10,10,180100.77905654907,41147.66716957092,5
2550000,40,3,175537.93692588806,1268.7392234802246,5
2550000,40,5,189957.2253227234,11182.981252670288,5
2550000,40,10,230424.61800575256,87366.65511131287,5
2550000,100,3,202043.8437461853,1628.899097442627,5
2550000,100,5,208824.53680038452,15356.614351272587,5
2550000,100,10,231408.26725959772,99537.0740890503,10
2600000,10,3,146641.4966583252,614.3505573272705,1
2600000,10,5,159727.92172431946,6175.628423690796,5
2600000,10,10,190677.20532417297,42633.58187675476,5
2600000,40,3,174272.90511131287,1369.2731857299805,5
2600000,40,5,191250.73075294495,11240.065813064575,5
2600000,40,10,238125.95200538635,88675.38166046143,5
2600000,100,3,201600.06713867188,1785.8903408050537,5
2600000,100,5,214902.99606323236,16224.545240402222,5
2600000,100,10,239355.57961463928,100043.17355155943,10
2650000,10,3,150233.71028900146,636.8749141693115,1
2650000,10,5,170446.58946990967,6355.880975723267,5
2650000,10,10,194309.13925170896,44224.860191345215,5
2650000,40,3,183554.4791221619,1428.4992218017578,5
2650000,40,5,200864.68482017517,11778.6865234375,5
2650000,40,10,242629.21977043152,93280.35235404968,5
2650000,100,3,208018.8570022583,1796.1864471435547,5
2650000,100,5,226770.17951011652,16417.33193397522,5
2650000,100,10,250530.38120269775,103597.47529029846,10
2700000,10,3,156486.6108894348,660.3589057922363,1
2700000,10,5,172463.0570411682,6681.932687759399,5
2700000,10,10,197301.26357078552,45851.80401802063,5
2700000,40,3,190874.73440170288,1448.509693145752,5
2700000,40,5,206230.5405139923,12237.080574035645,5
2700000,40,10,259478.5697460174,96787.70899772644,5
2700000,100,3,207525.4099369049,1744.5707321166992,5
2700000,100,5,236742.2416210174,17257.875680923462,5
2700000,100,10,250097.71490097052,106797.25885391235,10
2750000,10,3,157192.0850276947,683.7000846862793,1
2750000,10,5,173354.90012168884,6772.313594818115,5
2750000,10,10,203938.4558200836,47342.721939086914,5
2750000,40,3,196668.74480247495,1506.008863449097,5
2750000,40,5,217627.6969909668,12733.267307281494,5
2750000,40,10,275158.6799621582,99848.31476211548,5
2750000,100,3,215686.39874458313,2037.1959209442143,5
2750000,100,5,298190.3579235077,17713.31238746643,5
2750000,100,10,258610.6517314911,111494.38261985782,10
2800000,10,3,161699.18990135193,709.3431949615479,1
2800000,10,5,177937.93535232544,7147.908687591553,5
2800000,10,10,205966.39752388,49022.950410842896,5
2800000,40,3,202529.53791618347,1634.4425678253174,5
2800000,40,5,221750.43559074396,13296.99683189392,5
2800000,40,10,282958.0354690552,109758.80455970764,5
2800000,100,3,221259.42611694336,1947.6993083953853,5
2800000,100,5,324077.2862434387,18088.346242904663,5
2800000,100,10,264702.7268409729,118118.31831932068,10
2850000,10,3,210233.012676239,735.6114387512207,1
2850000,10,5,185220.0722694397,7648.968696594238,5
2850000,10,10,268957.8058719635,50275.859355926514,5
2850000,40,3,207094.25163269043,1566.8210983276367,5
2850000,40,5,223361.91725730896,14127.708435058594,5
2850000,40,10,277942.3303604126,105776.75318717957,5
2850000,100,3,228820.0705051422,2018.384456634522,5
2850000,100,5,304674.44825172424,18354.58278656006,5
2850000,100,10,270765.2356624603,117239.59279060364,10
2900000,10,3,207852.94461250305,759.9639892578125,1
2900000,10,5,192004.2402744293,7370.997190475464,5
2900000,10,10,266792.4809455872,52382.842779159546,5
2900000,40,3,212634.11808013916,1696.18821144104,5
2900000,40,5,232409.26909446716,14116.0306930542,5
2900000,40,10,287807.4724674225,110718.37997436523,5
2900000,100,3,233624.85909461975,1858.3674430847168,5
2900000,100,5,308038.5468006134,18824.96023178101,5
2900000,100,10,278515.1307582855,121014.22810554504,10
2950000,10,3,242100.8129119873,785.3460311889648,1
2950000,10,5,191880.3286552429,7514.85276222229,5
2950000,10,10,270164.30497169495,54200.55389404297,5
2950000,40,3,224040.6551361084,1785.86745262146,5
2950000,40,5,233578.44972610468,14346.306085586548,5
2950000,40,10,292860.5287075043,113888.46373558044,5
2950000,100,3,240856.78148269653,2071.8181133270264,5
2950000,100,5,317289.41774368286,19562.24822998047,5
2950000,100,10,284979.92491722107,91003.34095954896,10
3000000,10,3,223114.4661903381,811.4984035491943,1
3000000,10,5,198295.63331604004,7926.20325088501,5
3000000,10,10,273727.32067108154,55600.32725334169,5
3000000,40,3,221654.17671203613,1802.8762340545659,5
3000000,40,5,243088.84811401367,14707.91220664978,5
3000000,40,10,296026.67236328125,117334.65337753296,5
3000000,100,3,245868.57223510748,2550.1227378845215,5
3000000,100,5,327616.6560649872,21029.57510948181,5
3000000,100,10,289870.8071708679,92979.88986968994,10
3050000,10,3,254039.67595100403,838.7372493743896,1
3050000,10,5,204854.44593429565,8047.626972198486,5
3050000,10,10,281590.8627510071,57358.58964920044,5
3050000,40,3,229055.9642314911,1817.5609111785889,5
3050000,40,5,254028.5496711731,15982.501983642578,5
3050000,40,10,306108.362197876,126978.19113731384,5
3050000,100,3,250666.241645813,2259.0267658233643,5
3050000,100,5,327135.85233688354,20754.392385482788,5
3050000,100,10,301399.89399909973,134018.96238327026,10
3100000,10,3,243648.5021114349,865.1258945465088,1
3100000,10,5,207250.3535747528,8345.807075500488,5
3100000,10,10,283258.5406303406,59034.01446342468,5
3100000,40,3,234281.67271614075,1946.325302124023,5
3100000,40,5,257085.1662158966,16719.714164733887,5
3100000,40,10,310248.19588661194,124980.4611206055,5
3100000,100,3,256872.891664505,1490.3366565704346,5
3100000,100,5,334641.1633491516,21621.38080596924,5
3100000,100,10,303197.4835395813,144203.84979248047,10
3150000,10,3,234791.67675971985,893.8212394714355,1
3150000,10,5,209752.28309631348,8549.290895462036,5
3150000,10,10,290495.3935146332,61055.225133895874,5
3150000,40,3,242100.3348827362,2194.7195529937744,5
3150000,40,5,258457.79418945312,16206.673383712769,5
3150000,40,10,321640.60974121094,127439.89086151126,5
3150000,100,3,284328.0382156372,1778.496503829956,5
3150000,100,5,345837.26143836975,22297.15085029602,5
3150000,100,10,313036.4351272583,141492.67148971558,10
3200000,10,3,264316.5020942688,920.87721824646,1
3200000,10,5,213547.74451255804,8688.267707824707,5
3200000,10,10,296576.2975215912,62720.21794319153,5
3200000,40,3,244101.27687454224,1958.9638710021973,5
3200000,40,5,268963.05775642395,16630.37395477295,5
3200000,40,10,324129.43172454834,131543.6146259308,5
3200000,100,3,267526.3695716858,1844.1746234893803,5
3200000,100,5,357330.51085472107,22636.45601272583,5
3200000,100,10,321718.7178134918,150704.16593551636,10
3250000,10,3,269712.1036052704,948.9626884460448,1
3250000,10,5,220109.68732833868,8655.039072036743,5
3250000,10,10,302921.99206352234,64728.25026512146,5
3250000,40,3,247678.9755821228,2025.524377822876,5
3250000,40,5,273486.6154193878,17816.76959991455,5
3250000,40,10,332522.6557254791,137263.4837627411,5
3250000,100,3,272374.37200546265,2264.24503326416,5
3250000,100,5,366129.7504901886,23025.192737579346,5
3250000,100,10,330697.3078250885,151421.08249664307,10
3300000,10,3,251871.3777065277,978.7194728851318,1
3300000,10,5,225570.13487815857,8949.34368133545,5
3300000,10,10,309137.2873783112,66520.23482322693,5
3300000,40,3,255632.16161727905,2151.9694328308105,5
3300000,40,5,282681.316614151,18677.76989936829,5
3300000,40,10,346505.46860694885,139201.2236118317,5
3300000,100,3,279905.46464920044,2311.5105628967285,5
3300000,100,5,368681.78033828735,23897.39418029785,5
3300000,100,10,337389.3964290619,152933.15029144287,10
3350000,10,3,254750.71144104004,1009.608030319214,1
3350000,10,5,235243.52645874023,9321.305751800535,5
3350000,10,10,314516.9310569763,68349.07126426697,5
3350000,40,3,262029.50859069824,2307.9428672790527,5
3350000,40,5,286559.41367149353,18979.753017425537,5
3350000,40,10,348588.255405426,144138.75198364258,5
3350000,100,3,285668.1938171387,2406.3150882720947,5
3350000,100,5,372849.3688106537,24230.326414108276,5
3350000,100,10,340776.5963077545,159216.61019325256,10
3400000,10,3,260726.84168815613,1037.547588348389,1
3400000,10,5,236064.72539901733,9447.384595870972,5
3400000,10,10,321855.9374809265,70160.05063056946,5
3400000,40,3,268161.0760688782,2264.740228652954,5
3400000,40,5,292305.91225624084,18912.989854812626,5
3400000,40,10,361709.9332809448,146690.68121910095,5
3400000,100,3,294301.49269104004,2493.421792984009,5
3400000,100,5,389612.4405860901,25855.535745620728,5
3400000,100,10,347443.83692741394,162015.06066322327,10
3450000,10,3,260956.77542686465,1069.15283203125,1
3450000,10,5,239300.51517486566,10174.766540527344,5
3450000,10,10,323182.813167572,72382.81083106995,5
3450000,40,3,275615.2150630951,2313.948392868042,5
3450000,40,5,303380.4659843445,19030.145406723022,5
3450000,40,10,358479.75158691406,153063.0133152008,5
3450000,100,3,295951.21693611145,2748.162031173706,5
3450000,100,5,389940.7048225403,26017.34471321106,5
3450000,100,10,358582.0918083191,174606.52017593384,10
3500000,10,3,233534.73377227783,1099.799394607544,1
3500000,10,5,248050.636768341,9836.324453353882,5
3500000,10,10,329140.9184932709,74388.61155509949,5
3500000,40,3,287156.51535987854,2311.6695880889893,5
3500000,40,5,304600.4695892334,19257.930994033813,5
3500000,40,10,372022.47166633606,159370.47910690308,5
3500000,100,3,303158.4122180939,2515.4166221618652,5
3500000,100,5,397114.3493652344,26226.91559791565,5
3500000,100,10,365705.2953243256,172869.02952194214,10
3550000,10,3,238271.10052108765,1131.2706470489502,1
3550000,10,5,253183.70604515082,10169.270992279053,5
3550000,10,10,337646.75760269165,76248.9595413208,5
3550000,40,3,291911.0472202301,2371.696949005127,5
3550000,40,5,311782.0553779602,19708.760499954224,5
3550000,40,10,382286.58533096313,162483.88147354126,5
3550000,100,3,307799.8878955841,2569.69952583313,5
3550000,100,5,391129.940032959,27064.609050750732,5
3550000,100,10,375127.0303726196,175391.9816017151,10
3600000,10,3,242968.57142448425,1161.576271057129,1
3600000,10,5,256284.67273712164,10283.82444381714,5
3600000,10,10,343410.7139110565,78253.79967689514,5
3600000,40,3,299989.12143707275,2535.090684890747,5
3600000,40,5,315727.3602485657,20074.235439300537,5
3600000,40,10,388701.2641429901,178395.0433731079,5
3600000,100,3,319942.92163848877,2711.867570877075,5
3600000,100,5,421555.8409690857,27559.92341041565,5
3600000,100,10,384350.1250743866,180670.8905696869,10
3650000,10,3,252008.0761909485,1193.4940814971924,1
3650000,10,5,271270.0879573822,10589.614868164062,5
3650000,10,10,350854.1502952576,80243.20602416992,5
3650000,40,3,300686.9857311249,2601.414918899536,5
3650000,40,5,321191.01643562317,20787.651777267456,5
3650000,40,10,392170.7322597504,175526.39293670654,5
3650000,100,3,336035.85624694824,2708.676815032959,5
3650000,100,5,417581.2454223633,28041.86725616455,5
3650000,100,10,393928.8513660431,185162.28652000427,10
3700000,10,3,256340.90852737427,1225.2769470214844,1
3700000,10,5,270909.3713760376,11363.950967788696,5
