size,k,dimension,annoy_time,fgc_time,count
1000000.0,40,13,98203.75847816467,44109.83490943909,1
1000000.0,40,14,101486.69648170473,33422.15991020203,1
1000000.0,40,15,98311.3250732422,36631.23607635498,1
1000000.0,40,16,88903.52416038513,100697.88908958437,1
1000000.0,40,17,90219.95496749878,46284.85822677612,1
1000000.0,40,18,90662.90163993835,51014.16158676148,1
1000000.0,40,19,90521.82507514954,55933.72058868408,1
1000000.0,40,20,91557.97958374023,61497.67017364502,1
1000000.0,40,21,91208.77647399902,68241.80436134338,1
1000000.0,40,22,91855.56650161745,74480.54218292236,1
1500000.0,10,3,75379.38904762268,398.5898494720459,1
1500000.0,10,5,77616.08123779297,3473.3681678771973,1
1500000.0,40,3,171422.46747016907,547.4277337392172,6
1500000.0,40,5,183043.13373565674,5924.407005310059,6
2000000.0,10,3,97960.35146713255,782.4316024780273,1
2000000.0,10,5,95330.42216300964,5454.992771148682,1
2000000.0,40,3,240373.87116750082,961.4720344543456,6
2000000.0,40,5,235307.93039004007,8960.124810536701,6
2500000.0,10,3,131583.2896232605,1175.0574111938477,1
2500000.0,10,5,147153.85818481445,7854.730129241943,1
2500000.0,40,3,294814.7534529368,1582.4566682179768,6
2500000.0,40,5,309780.9543609619,14249.02081489563,6
3000000.0,10,3,171295.3176498413,1894.6466445922852,1
3000000.0,10,5,162596.22311592102,10715.63196182251,1
3000000.0,40,3,352813.818693161,2596.7459678649902,6
3000000.0,40,5,360589.4048213959,19345.709403355915,6
3500000.0,10,3,178429.26597595215,2552.040100097656,1
3500000.0,10,5,172634.4449520111,14852.560997009276,1
3500000.0,40,3,406693.4525966644,2824.86629486084,6
3500000.0,40,5,434995.788415273,25335.10621388753,6
4000000.0,10,3,211506.90722465515,3247.1909523010254,1
4000000.0,10,5,208946.453332901,16797.902822494507,1
4000000.0,40,3,469459.2010974884,3768.309354782105,6
4000000.0,40,5,496329.09719149274,28898.28395843506,6
4500000.0,10,3,255500.23245811465,3956.171989440918,1
4500000.0,10,5,227337.9423618317,20568.373441696167,1
4500000.0,40,3,555905.1239013672,4863.45763206482,5
4500000.0,40,5,560566.3069486618,35644.842982292175,4
5000000.0,10,3,258913.27214241028,5012.999773025513,1
5000000.0,10,5,257684.16833877563,26298.12812805176,1
5000000.0,40,3,609878.8132667542,5966.991782188416,4
5000000.0,40,5,630137.5161409378,41747.27261066437,4
5500000.0,10,3,320298.6717224121,6611.778974533081,1
5500000.0,40,3,673967.2209024429,7606.99737071991,4
5500000.0,40,5,687840.858578682,49743.03722381592,4
6000000.0,40,3,744647.2222805023,9023.942589759828,4
6000000.0,40,5,756087.503194809,57314.31984901428,4
6500000.0,40,3,856088.3753299713,10586.785674095154,4
6500000.0,40,5,855069.1196918488,66557.73031711578,4
7000000.0,40,3,886417.0140028,12205.89828491211,4
7000000.0,40,5,893662.5843048096,73232.43963718414,4
7500000.0,40,3,923785.338640213,12540.712118148804,2
7500000.0,40,5,976052.003622055,84232.6226234436,2
8000000.0,40,3,1025307.6531887054,14867.73943901062,2
8000000.0,40,5,1094317.840576172,90507.28869438171,2
8500000.0,40,3,1062528.6078453064,16378.065824508669,2
8500000.0,40,5,1104450.0226974487,105483.34956169128,2
9000000.0,40,3,1171745.1059818268,18882.620573043823,2
9000000.0,40,5,1205119.6491718292,111759.40251350404,2
9500000.0,40,3,1227556.2362670898,20123.40211868286,2
9500000.0,40,5,1292412.5225543976,127066.28561019896,2
