size,k,scann_time,fgc_time,count,fixed_dimension
6350000,10,685365.5607700348,7178.687810897827,1,3
6400000,10,694512.2666358948,7344.702959060669,1,3
6450000,10,699154.714345932,7711.943864822388,1,3
6500000,10,704139.5447254181,7478.334665298462,1,3
6550000,10,722066.2016868591,7635.125160217285,1,3
6600000,10,718548.8545894623,7838.874340057373,1,3
6650000,10,734133.0935955048,8214.797258377075,1,3
6700000,10,746101.979970932,8039.806604385376,1,3
6750000,10,757588.2229804993,8036.083221435547,1,3
6800000,10,754730.5021286011,8352.891206741333,1,3
6850000,10,755916.4185523987,8418.17021369934,1,3
6900000,10,775037.1499061584,8570.415258407593,1,3
6950000,10,783856.0683727264,8585.51549911499,1,3
7000000,10,795013.8471126556,8710.464000701904,1,3
7050000,10,799311.7356300354,8972.12529182434,1,3
7100000,10,803315.0110244751,9112.086057662964,1,3
7150000,10,810930.3729534149,9144.160270690918,1,3
7200000,10,822126.4855861664,9279.271364212036,1,3
7250000,10,827156.7957401276,9706.355810165403,1,3
7300000,10,844004.6508312225,9549.773693084717,1,3
7350000,10,851220.5805778503,9671.84352874756,1,3
7400000,10,856037.4939441681,9711.626768112184,1,3
7450000,10,864178.2994270325,9959.218502044678,1,3
7500000,10,869543.904542923,10185.179471969604,5,3
7550000,10,881364.6948337555,10157.753229141235,5,3
7600000,10,892876.7309188843,10291.068077087402,5,3
7650000,10,899083.2359790802,10403.662204742432,5,3
7700000,10,915103.2605171204,10604.142904281616,5,3
7750000,10,916027.6019573212,10796.199321746826,5,3
7800000,10,926529.238462448,10726.750373840332,5,3
7850000,10,941962.9962444304,11021.016597747805,5,3
7900000,10,943159.2655181884,11128.655433654783,5,3
7950000,10,950289.3006801604,11749.40824508667,5,3
8000000,10,974958.1372737885,11382.014751434326,5,3
8050000,10,973028.14245224,11551.17893218994,5,3
8100000,10,976403.9580821992,11718.915700912476,5,3
8150000,10,988875.4217624664,11886.972188949583,5,3
8200000,10,1003415.6544208528,11919.761419296265,5,3
8250000,10,1005385.1971626282,12301.55897140503,5,3
8300000,10,1003803.1103610992,12480.372190475464,5,3
8350000,10,1019990.2040958405,12449.77068901062,5,3
8400000,10,1029363.5439872742,12856.266736984251,5,3
8450000,10,1043082.3888778688,12900.354623794556,5,3
8500000,10,1052284.6817970276,13017.125368118286,5,3
8550000,10,1065247.4944591522,13226.247787475586,5,3
8600000,10,1072039.3064022064,13717.726945877075,5,3
8650000,10,1087353.881597519,13754.602193832396,5,3
8700000,10,1081543.5144901276,14159.106492996216,5,3
8750000,10,1079399.0981578827,13691.389560699465,5,3
8800000,10,1112033.1723690033,14165.147066116331,5,3
8850000,10,1127086.6515636444,14482.68222808838,5,3
8900000,10,1129152.6165008545,14775.354385375977,5,3
8950000,10,1147888.1635665894,14446.979522705078,5,3
9000000,10,1143809.4222545624,14528.51915359497,5,3
9050000,10,1178368.907213211,15558.03918838501,5,3
9100000,10,1178322.1786022186,15001.559972763062,5,3
9150000,10,1190505.3226947784,14983.961582183838,5,3
9200000,10,1128113.2154464722,15422.13225364685,5,3
9250000,10,1102138.0059719086,15388.168096542358,5,3
9300000,10,1120116.61028862,15575.15263557434,5,3
9350000,10,1142294.242620468,16683.242559432983,5,3
9400000,10,1143658.8287353516,15876.743078231812,5,3
9450000,10,1142205.586194992,16032.126426696776,5,3
9500000,10,1159596.5337753296,16339.704036712646,5,3
9550000,10,1177050.8813858032,16679.678201675415,5,3
9600000,10,1192088.8442993164,17144.203901290894,5,3
9650000,10,1192549.294948578,16685.6107711792,5,3
9700000,10,1209901.0598659515,17475.472927093506,5,3
9750000,10,1196628.5934448242,17010.916471481323,5,3
9800000,10,1230629.7986507416,17450.39987564087,5,3
9850000,10,1207899.2342948914,17851.996421813965,5,3
9900000,10,1249006.8814754486,17791.49627685547,5,3
9950000,10,1261438.2615089417,17867.61164665222,5,3
10000000,10,1265916.6629314425,18530.05027770996,5,3
