size,k,scann_time,fgc_time,count,fixed_dimension
2750000,10,203938.4558200836,47342.721939086914,5,10
2800000,10,205966.39752388,49022.950410842896,5,10
2850000,10,268957.8058719635,50275.859355926514,5,10
2900000,10,266792.4809455872,52382.842779159546,5,10
2950000,10,270164.30497169495,54200.55389404297,5,10
3000000,10,273727.32067108154,55600.32725334168,5,10
3050000,10,281590.8627510071,57358.58964920044,5,10
3100000,10,283258.5406303406,59034.01446342468,5,10
3150000,10,290495.3935146332,61055.225133895874,5,10
3200000,10,296576.2975215912,62720.21794319153,5,10
3250000,10,302921.99206352234,64728.25026512146,5,10
3300000,10,309137.2873783112,66520.23482322693,5,10
3350000,10,314516.9310569763,68349.07126426697,5,10
3400000,10,321855.9374809265,70160.05063056946,5,10
3450000,10,323182.813167572,72382.81083106995,5,10
3500000,10,329140.9184932709,74388.61155509949,5,10
3550000,10,337646.75760269165,76248.9595413208,5,10
3600000,10,343410.7139110565,78253.79967689514,5,10
3650000,10,350854.1502952576,80243.20602416992,5,10
3700000,10,358046.5524196625,82522.53437042236,5,10
3750000,10,367612.9615306854,84399.83344078064,5,10
3800000,10,373557.2335720062,86824.50032234192,5,10
3850000,10,378615.8225536346,88866.01376533508,5,10
3900000,10,385258.008480072,90903.33461761476,5,10
3950000,10,391073.19617271423,92951.41172409058,5,10
4000000,10,404306.6439628601,95824.15175437929,5,10
4050000,10,403506.0904026032,97708.53686332704,5,10
4100000,10,412489.6426200866,100371.19340896606,5,10
4150000,10,420744.93765830994,102716.85242652892,5,10
4200000,10,426638.329744339,104555.9628009796,5,10
4250000,10,435054.8079013825,107415.72713851929,5,10
4300000,10,442054.5842647553,109634.70983505248,5,10
4350000,10,451619.3881034851,112366.06979370116,5,10
4400000,10,459073.4450817108,114298.41780662537,5,10
4450000,10,467379.0147304535,116859.83920097353,5,10
4500000,10,478605.59272766113,119449.53727722168,5,10
4550000,10,486730.6528091431,122208.21714401244,5,10
4600000,10,490616.4484024048,124394.437789917,5,10
4650000,10,504476.7870903015,127140.6090259552,5,10
4700000,10,501721.5023040772,129337.21876144408,5,10
4750000,10,507779.51979637146,132086.0664844513,5,10
4800000,10,516856.6267490387,134745.35751342773,5,10
4850000,10,524535.3789329529,137478.5270690918,5,10
4900000,10,517496.92821502686,140599.8935699463,5,10
4950000,10,525105.2489280701,142803.4315109253,5,10
5000000,10,542903.8207530975,145348.70624542236,5,10
5050000,10,551943.131685257,148113.96646499634,5,10
5100000,10,559200.8872032166,150921.8192100525,5,10
5150000,10,563781.0537815094,153588.77730369568,5,10
5200000,10,584763.2100582123,156603.00087928772,5,10
5250000,10,579508.2235336304,159610.43214797974,5,10
5300000,10,575048.7549304962,162741.46699905396,5,10
5350000,10,583270.1101303101,165791.11766815186,5,10
5400000,10,603494.702577591,168120.13173103333,5,10
5450000,10,602141.6139602661,171289.79325294495,5,10
5500000,10,611524.7473716736,174044.63624954224,5,10
5550000,10,622351.8314361572,177348.28209877014,5,10
5600000,10,630292.4392223358,179977.10704803467,5,10
5650000,10,642794.8093414307,182978.9378643036,5,10
5700000,10,651609.461069107,185852.36120224,5,10
5750000,10,671421.5662479401,189878.80444526672,5,10
5800000,10,662503.6799907684,192136.94024086,5,10
5850000,10,672677.6180267334,195410.03131866452,5,10
5900000,10,683052.5681972504,198540.42196273804,5,10
5950000,10,697962.2058868408,251286.0131263733,5,10
6000000,10,705433.8731765747,255805.92823028564,5,10
6050000,10,715716.151714325,259818.09282302856,5,10
6100000,10,749142.2538757324,211448.30632209778,5,10
6150000,10,760924.1571426392,214673.8142967224,5,10
6200000,10,773345.7796573639,218101.27544403076,5,10
6250000,10,779885.1432800293,221484.10534858704,5,10
6300000,10,858724.081993103,224994.97485160828,5,10
6350000,10,836001.8079280853,227906.3560962677,5,10
6400000,10,850298.6388206482,231122.172832489,5,10
6450000,10,850472.7363586426,234601.90629959106,5,10
6500000,10,870782.9983234406,238536.6485118866,5,10
6550000,10,881500.2057552338,241626.6725063324,5,10
6600000,10,887600.6829738617,244810.15801429749,5,10
6650000,10,908382.7576637268,248114.98832702637,5,10
6700000,10,906233.9200973511,251916.79000854492,5,10
6750000,10,919333.5237503052,255855.53169250488,5,10
6800000,10,928168.2782173157,259536.55171394348,5,10
6850000,10,949243.8170909882,262487.4837398529,5,10
6900000,10,952027.3382663727,266601.22656822205,5,10
6950000,10,970028.960943222,269888.0956172943,5,10
7000000,10,978550.3914356232,273314.0661716461,5,10
7050000,10,993494.1544532776,277008.5642337799,5,10
7100000,10,1002793.8177585602,281291.53537750244,5,10
7150000,10,1015609.941482544,284827.5988101959,5,10
7200000,10,1031857.9580783844,288118.6316013336,5,10
7250000,10,1006590.0285243988,291624.1328716278,5,10
7300000,10,1023443.1812763214,296758.5804462433,5,10
7350000,10,1035941.4772987366,299634.73320007324,5,10
7400000,10,1041766.24751091,304195.65081596375,5,10
7450000,10,1057249.207019806,307804.68225479126,5,10
7500000,10,1066746.5825080872,311889.68086242676,5,10
7550000,10,1077372.0228672028,314925.78983306885,5,10
7600000,10,1089547.5735664368,319406.4679145813,5,10
7650000,10,1110855.672121048,322862.6883029938,5,10
7700000,10,1114685.5235099792,359711.94314956665,5,10
7750000,10,1133381.700515747,331819.74053382874,5,10
7800000,10,1141336.5325927734,336089.4498825073,5,10
7850000,10,1215250.596523285,339930.10354042053,5,10
7900000,10,1193342.8699970245,343066.8704509735,5,10
7950000,10,1202803.9908409119,348626.05690956116,5,10
8000000,10,1218941.9116973877,352050.48966407776,5,10
8050000,10,1223689.348936081,356490.4100894928,5,10
8100000,10,1242467.5488471985,360174.71623420715,5,10
8150000,10,1247133.4059238434,364679.20565605164,5,10
8200000,10,1269896.5864181519,368845.8149433136,5,10
8250000,10,1294390.9373283386,375767.67683029175,5,10
8300000,10,1302421.1795330048,380001.99365615845,5,10
8350000,10,1308465.505361557,383889.12868499756,5,10
8400000,10,1322472.2878932953,388931.5559864044,5,10
8450000,10,1339291.2447452545,393332.8218460083,5,10
8500000,10,1348800.1022338867,397354.0017604828,5,10
8550000,10,1366936.03682518,401826.4877796173,5,10
8600000,10,1377335.3815078735,406178.89738082886,5,10
8650000,10,1395365.1328086853,411093.01376342773,5,10
8700000,10,1407367.3009872437,415282.1650505066,5,10
8750000,10,1426867.5129413605,420435.742855072,5,10
8800000,10,1439413.2039546967,424338.8547897339,5,10
8850000,10,1454152.8646945953,701904.5135974884,5,10
8900000,10,1462917.1051979065,731338.1202220917,5,10
8950000,10,1480733.8168621063,744957.0496082306,5,10
9000000,10,1555678.6782741547,749087.340593338,5,10
9050000,10,1543875.71310997,753882.9290866852,5,10
9100000,10,1507246.7000484467,452491.94860458374,5,10
9150000,10,1524896.5916633606,457828.8781642914,5,10
9200000,10,1591184.2396259308,461884.3252658844,5,10
9250000,10,1580995.1171875,466635.28966903687,5,10
9300000,10,1593688.5750293732,472031.3169956207,5,10
9350000,10,1612624.162197113,476603.5785675049,5,10
9400000,10,1632174.0658283234,481851.02438926697,5,10
9450000,10,1630179.5308589935,486730.16476631165,5,10
9500000,10,1696891.5073871613,492036.43131256104,5,10
9550000,10,1673137.9630565643,496614.0239238739,5,10
9600000,10,1689937.8306865692,501540.6720638275,5,10
9650000,10,1705861.121416092,506531.6753387451,5,10
9700000,10,1705359.4901561737,511427.503824234,5,10
9750000,10,1740095.0984954834,516618.7102794647,5,10
9800000,10,1748314.1911029816,521473.15788269043,5,10
9850000,10,1776312.1659755707,526394.0110206604,5,10
9900000,10,1760067.5904750824,531555.2361011505,5,10
9950000,10,1773884.666442871,536670.3989505768,5,10
10000000,10,1866020.3449726105,542022.5043296814,5,10
