size,k,faiss_time,fgc_time,count,dimension
1500000,100,51748.130798339844,7123.103141784668,1,5
2000000,10,67050.9843826294,708.3113193511963,1,3
2000000,40,84003.6153793335,858.6318492889404,1,3
2000000,100,91602.58555412292,1327.3837566375732,1,3
2000000,10,67492.9587841034,5162.1253490448,1,5
2000000,40,82671.04625701904,7623.330354690552,1,5
2000000,100,88497.70069122314,10844.0523147583,1,5
2500000,10,100417.48881340027,1036.4222526550293,1,3
2500000,40,126654.93559837341,1327.3370265960693,1,3
2500000,100,137675.1914024353,1980.973243713379,1,3
2500000,10,103082.62395858765,7280.596494674683,1,5
2500000,40,130964.53809738159,11394.633293151855,1,5
2500000,100,143425.4138469696,16035.908222198486,1,5
3000000,10,149225.5563735962,1627.0809173583984,1,3
3000000,40,186034.05499458313,1916.1436557769775,1,3
3000000,100,201720.14832496643,2729.2320728302,1,3
3000000,10,148021.07000350952,10077.027082443237,1,5
3000000,40,186756.8895816803,15464.44296836853,1,5
3000000,100,201884.24968719482,21874.03178215027,1,5
3500000,10,216778.7368297577,3671.985626220703,1,3
3500000,40,367019.74177360535,2546.236753463745,1,3
3500000,100,386766.6628360748,3916.9793128967285,1,3
3500000,10,279705.38091659546,17126.35612487793,1,5
3500000,40,358793.0817604065,28269.57392692566,1,5
3500000,100,326440.6313896179,28133.134126663208,1,5
4000000,10,255419.64149475098,3418.860673904419,1,3
4000000,40,337760.01930236816,3225.4953384399414,1,3
